,potential,Predicted fluorescence,Observed fluorescence
177,0.6758931,3.8204045,3.8577059129479254
178,0.7849981,3.8913383,3.9214412228824433
179,0.9257055,3.9631777,4.21901218250744
180,0.8188835,3.9105525,3.9642342945139815
181,0.76706904,3.8806481,3.8676031087501466
182,0.84682304,3.9254503,3.973031790556697
183,-1.7884185,2.4050221,2.2906345308329166
184,0.044372186,3.1594167,3.45375813517599
185,0.89970213,3.9514217,3.9623364013463487
186,1.1635396,4.044377,4.069493001559825
187,0.2652278,3.4248476,3.4387509856029426
188,0.935802,3.9675698,3.869981905118717
189,0.9345466,3.967029,3.958091644944202
190,0.9363541,3.9678073,3.9646977227372058
191,0.88888985,3.946341,3.9641272548555673
192,0.84381104,3.9238844,3.9494955002011296
193,0.97107106,3.982181,3.9894800187711583
194,0.15861036,3.2975793,3.359082765694613
195,0.86744326,3.935917,3.9635755668074033
196,0.008636698,3.1168694,3.1847273940670755
197,0.7865564,3.8922505,3.8815754899754995
198,0.8325866,3.9179635,3.9095410995987026
199,0.8721413,3.93824,3.952627868905774
200,0.9034692,3.9531655,3.9958042745574125
201,0.9102992,3.9562912,3.980416085691203
202,0.89611906,3.949751,4.0211332988316615
203,0.94762397,3.9725924,3.846519513688515
204,-0.99075335,2.4548426,2.4800124946160254
205,0.85523564,3.9297738,3.9199680054123447
206,0.93954825,3.9691753,3.9904581019771994
207,0.7976118,3.8986402,3.887575796853742
208,-0.14234252,2.9465752,2.589742454304044
209,0.5280464,3.7007084,3.5294959934479415
210,-0.39169258,2.7187314,3.186869138281535
211,0.86744803,3.9359193,3.9667249868989165
212,0.79468066,3.8969593,3.9532537607230047
213,0.8437937,3.9238753,3.9171755323099444
214,0.74250215,3.8653955,3.956396004552078
215,0.8350399,3.919269,3.894423004431047
216,0.76565516,3.8797898,3.895077065775908
217,0.72364116,3.8532014,3.913131234464417
218,-0.14977674,2.9387183,2.6373434648451797
219,0.85941374,3.9318933,3.9722980072296936
220,0.9248255,3.9627905,4.025019594696027
221,-1.1720165,2.4263034,2.7052747643854436
222,0.7301991,3.8574896,3.893731509932259
223,0.5951936,3.7585073,3.576636859791147
224,0.4770645,3.653059,3.8558895833927203
225,0.50677687,3.6812172,3.8569580096535243
226,0.19530647,3.3418608,2.424427025312184
227,0.72227204,3.8522997,3.80847210309206
228,0.736294,3.8614287,3.9070908711123122
229,0.7185844,3.8498597,3.9589610383213647
230,0.96404296,3.9793582,4.037070004219862
231,0.9315647,3.9657378,3.9348532468126636
232,0.8753063,3.9397926,4.039710802956234
233,0.76643413,3.8802629,4.052760399920261
234,0.41364962,3.5894766,3.6730135116812845
235,0.77929,3.8879747,3.9435930403898727
236,1.0159894,3.9992242,3.9724247893652365
237,1.0022752,3.9941998,3.942417653524311
238,0.9553038,3.9757867,3.949349406401264
239,0.4693908,3.6456132,3.6805466596634644
240,0.8782533,3.9412289,4.052990718056964
241,0.7801276,3.8884706,4.037937080190248
242,0.99681634,3.992157,4.0066995947568875
243,-0.68721586,2.5467305,2.2156188418179803
244,0.9960037,3.9918504,3.964414289188472
245,0.9773844,3.9846802,4.018058949043245
246,0.85487986,3.9295926,4.021246391220847
247,0.6360516,3.790874,3.7000043851946947
248,1.0608108,4.0146027,4.159088004958263
249,0.8673778,3.935884,4.032666660134151
250,-0.83378035,2.4939537,2.3881699941260393
251,0.94899595,3.973167,3.950532760436935
252,0.58035415,3.7462258,3.646226454202483
253,0.8172509,3.9096556,3.869451632234722
254,-0.5022547,2.6426258,2.9417162226959523
255,0.85090387,3.927557,3.975673124071235
256,0.8453099,3.924665,3.9534642402148377
257,0.84193736,3.9229054,3.915067867457579
258,0.85959566,3.9319854,3.9716803487010397
259,-1.1686339,2.4267054,2.5726878277637333
260,0.45999676,3.636403,3.7536093179023053
261,0.6098184,3.7703362,3.9009548529093903
262,0.8675923,3.9359908,3.9921573200168536
263,0.70494944,3.8406944,3.9734495434003936
264,0.8054525,3.903089,4.005732548033115
265,-0.008450583,3.0967503,3.3175775707387123
266,0.90784013,3.955171,4.05700760920522
267,0.42146975,3.5975637,3.685977294349104
268,0.7842106,3.8908768,3.905742747641106
269,0.7126918,3.8459268,3.8676291003062384
270,0.70869774,3.843237,3.860695666628206
271,0.5573349,3.7266212,3.949311750790532
272,0.830319,3.9167514,3.971392255382995
273,0.5098819,3.6840978,3.882390621672205
274,0.8020117,3.9011455,3.9895668709255303
275,0.46552867,3.641839,3.7822486979614154
276,0.63023335,3.7863941,3.712061857168014
277,0.8358014,3.919673,3.913443936167602
278,0.77004117,3.8824458,3.810856333715664
279,0.4621176,3.6384916,3.856921773112602
280,0.8451318,3.924572,3.9426304247486827
281,0.44526243,3.6217499,3.829599085027958
282,1.039946,4.0076385,3.9283577188577605
283,0.7884391,3.8933482,3.933032562648022
284,0.355304,3.5271206,3.4393188208613616
285,0.24259318,3.3982477,3.2635112997685436
286,0.9688001,3.9812737,3.9161964057496035
287,0.78130776,3.8891683,3.8696531563045053
288,0.976221,3.984222,3.924606924114806
289,0.96949106,3.9815502,4.0122430198127805
290,-1.0627141,2.4416819,2.7553687329893948
291,-1.4976176,2.4046278,3.6317609689129307
292,0.69351524,3.8328342,3.934098494687343
293,-1.4663353,2.4054992,2.7113146005848785
294,0.59863925,3.7613187,3.7418056901890107
295,0.78619605,3.8920393,3.857744465254197
296,0.8094353,3.905323,3.9813783331070804
297,-0.8758088,2.4819126,2.369450056525136
298,0.9909952,3.9899507,4.034315292994492
299,0.6729185,3.8182683,3.8376715291995627
300,0.5064003,3.6808672,3.6799987428784164
301,0.9155561,3.9586663,3.885934508882321
302,0.53429073,3.7063236,3.6580850158352165
303,0.9232743,3.9621062,3.95654688182157
304,-0.12761073,2.9623132,3.1219138892086016
305,0.6853978,3.8271565,3.739066938582257
306,0.87187046,3.9381065,3.948169554460148
307,0.85276836,3.928513,3.952849592198535
308,-1.5932928,2.4031901,2.3598614298001457
309,0.8502124,3.9272013,3.9587618515788825
310,0.73559475,3.860979,3.931446749164158
311,0.8906253,3.947164,3.944259358185341
312,0.7535156,3.8723207,3.861578339742797
313,0.89427155,3.9488845,3.9503148490882865
314,0.8990418,3.9511151,3.9689263097266294
315,1.1789911,4.0482597,4.033223553139816
316,0.35876805,3.5309172,3.6595525786063314
317,0.39815086,3.5732536,2.391712170609539
318,0.46142238,3.6378078,3.7473470875063097
319,0.48612761,3.6617613,3.86980754190456
320,0.52015847,3.6935458,3.9060361152047802
321,0.43429732,3.6106825,3.6679524483376706
322,0.9698184,3.9816809,4.006926431326307
323,0.9396327,3.969211,3.8928734748704636
324,0.6678335,3.814591,3.877420017995674
325,-0.35103768,2.7505767,2.2467104758653313
326,1.1607509,4.04366,4.24859053071711
327,0.92253304,3.9617782,3.9667911772728743
328,0.7837886,3.8906288,3.820422211880065
329,0.25948662,3.418129,3.611550779828389
330,0.5948264,3.7582068,3.808563170223787
331,0.75463766,3.8730183,3.831978165443659
332,0.704619,3.8404698,3.872753880866666
333,0.2673027,3.427271,3.524343125626054
334,0.3055352,3.4713984,3.403420777413171
335,1.001294,3.9938345,3.9848922934280666
336,0.8161388,3.9090433,4.005766191956501
337,0.9688423,3.9812903,3.9169369900184363
338,0.7923295,3.8956041,3.810667723968635
339,0.77728456,3.8867846,3.9268173039936163
340,0.77710277,3.8866763,3.9417723481267606
341,0.5875746,3.7522368,3.73774115714311
342,0.8720309,3.9381857,3.8684135042770738
343,0.014364764,3.1236491,2.837629965805202
344,-0.71578926,2.5350018,2.3872701489080503
345,0.9151431,3.9584808,3.917798208022816
346,0.9859068,3.9879985,4.086370042951533
347,0.5636497,3.7320662,3.7473945530810435
348,0.38663417,3.5610352,3.415920590882557
349,0.6911212,3.8311682,3.8009100954467194
350,-1.0424159,2.4451294,2.244255749607314
351,0.9254856,3.9630814,3.964942978150793
352,0.92099994,3.9610987,3.920642146819294
353,0.9471328,3.9723864,3.970653027651991
354,0.9695931,3.9815912,3.8791294620614365
355,0.2428252,3.398522,3.132482367976876
356,0.851559,3.9278932,3.8546803138837453
357,0.9467842,3.97224,3.8454213585076404
358,0.81159085,3.9065247,3.805740205107905
359,0.85541654,3.9298658,4.029699500594941
360,1.0472862,4.010126,4.048023112670294
361,0.7086681,3.843217,3.792335530005224
362,0.9234852,3.9621992,3.9637439814141477
363,0.8714634,3.9379063,3.951381016846604
364,0.39490563,3.5698247,3.5335404602446387
365,0.8663359,3.9353657,3.8758310844214052
366,1.0057992,3.9955058,3.9660686814229007
367,-0.7296367,2.529583,2.2489215498448254
368,0.8789314,3.9415584,3.885643030955889
369,0.8014094,3.9008036,3.9346614569785183
370,0.8110228,3.9062085,3.8849299675717655
371,0.860417,3.9323997,3.9448360437236514
372,0.81964153,3.9109678,3.945986688870974
373,0.7993178,3.8996139,3.873202208947701
374,0.7447316,3.866809,3.857143361859233
375,-0.23524727,2.852806,2.528176115136121
376,0.6185325,3.7772555,3.8152030013810494
377,0.89500344,3.9492278,3.9697646666925976
378,0.88016874,3.9421577,3.896434855547461
379,0.8936339,3.9485846,3.9366915315213507
380,0.92304295,3.9620037,3.9858013599921898
381,0.010113314,3.1186156,3.1121566389717454
382,0.5565603,3.7259498,2.5167961558801144
383,0.9387468,3.968833,3.9056849383821644
384,0.953275,3.9749484,3.8557678717334243
385,-0.916357,2.4714332,2.748274510812528
386,-0.88292664,2.4799943,1.7934800273444056
387,0.7718443,3.8835316,4.1040202610610415
388,0.6688661,3.8153405,3.835430510064108
389,0.5331628,3.7053127,3.7090658764999604
390,0.7050747,3.8407798,3.9195255483787856
391,0.7985324,3.899166,3.9168728009359346
392,0.86459327,3.9344964,3.9803325546425405
393,0.9163363,3.9590168,3.9536819546402646
394,0.99437493,3.9912348,4.090857286350674
395,0.7431336,3.8657966,3.8461882518910104
396,-1.1717904,2.42633,2.4268766466154137
397,0.97651154,3.9843364,4.135637344421493
398,0.48563695,3.661293,3.556313360423177
399,0.27785015,3.4395456,3.348938417803263
400,0.91592616,3.9588327,3.9337979979803004
401,0.831015,3.9171238,3.828006254756614
402,0.8533717,3.928822,3.9874688688554363
403,0.07198523,3.1926274,3.2727137928442156
404,0.18805812,3.3331418,3.268370231414322
405,0.23627333,3.3907704,3.3067532496374796
406,0.77331877,3.8844166,3.916114581597488
407,0.4526329,3.6291113,3.3662734487711163
408,0.57726866,3.7436376,3.692035988891484
409,0.7352107,3.860732,3.8115031150208916
410,0.5567794,3.72614,3.596285791089133
411,0.7326166,3.8590574,3.9039985932478016
412,0.87699467,3.9406166,3.9068858423311448
413,0.38471234,3.5589828,3.412665760770566
414,-0.7280926,2.5301785,2.360743498702809
415,0.53381187,3.7058945,3.640135935919683
416,0.75667083,3.8742785,3.927557545281675
417,0.8252266,3.9140081,3.9553848610203772
418,0.81325877,3.9074512,3.944955079613324
419,0.7881925,3.8932047,3.875823988902612
420,0.6614421,3.8099236,3.9067965268580505
421,0.82270676,3.9126406,3.9372025156759722
422,0.71737903,3.8490586,3.91529695454238
423,0.74031955,3.864006,3.913865822555789
424,0.77514416,3.8855085,3.9098370622053227
425,0.00034026802,3.1070805,3.2274418047165985
426,0.9768742,3.9844794,3.968230058445966
427,0.60001314,3.7624354,3.908399456011744
428,0.9089714,3.955687,4.066071063252449
429,1.0598536,4.0142903,4.009828670650134
430,-0.3030377,2.7908974,2.7956801134124913
431,0.8869707,3.9454265,3.9259728733061223
432,1.1520917,4.041405,4.068713012390008
433,0.32490367,3.4933348,3.8336277789421254
434,0.3731603,3.546568,3.3734959737380783
435,0.7956508,3.8975167,3.7680565874112717
436,0.8449019,3.9244528,4.0226578491484
437,0.95972294,3.9776015,3.891436192331798
438,0.87325174,3.9387856,3.9022394363213317
439,-0.6159206,2.5794075,2.5655143670584524
440,0.87379146,3.9390507,3.8972502189306875
441,0.8574215,3.9308848,3.935288973242417
442,0.90525216,3.9539857,4.003849438651399
443,0.77410775,3.8848891,3.9173774993235804
444,1.0050163,3.9952164,4.0373882087238275
445,0.29839313,3.463235,3.411342381605469
446,1.055073,4.0127206,4.034162242805963
447,0.8414705,3.9226608,3.916042256924178
448,0.81613,3.909038,3.95749934844956
449,0.8816654,3.942881,3.9237264133143075
450,0.9291883,3.9647036,3.9044260204189314
451,1.2589419,4.0661635,4.034177943935837
452,0.97458285,3.9835753,4.0024342531906685
453,-2.6506536,2.4553938,2.1372448516363445
454,-0.92082965,2.470342,2.1831600391920922
455,-0.49081832,2.6498046,2.434581695039824
456,1.0926644,4.0246115,4.126852782823512
457,0.87729734,3.940764,3.8838414254578835
458,0.97654444,3.9843493,3.920457297989097
459,0.9236211,3.9622593,3.911920176584605
460,0.73117065,3.8581204,3.8959519461962944
461,0.53697056,3.7087183,3.882104853470902
462,0.8859035,3.9449167,3.954846067356378
463,0.6798876,3.8232555,3.8740123952900802
464,0.62394285,3.7815027,3.3721248787671767
465,0.7991678,3.8995285,3.96560474148775
466,0.88809466,3.9459624,3.9203043978150363
467,-0.7175792,2.5342915,2.3375350527648604
468,0.53065085,3.7030563,3.5132535094947706
469,0.90094763,3.9520001,3.9441596377779877
470,0.79626626,3.8978696,3.8797229464159937
471,0.57359487,3.740539,3.8484375109439153
472,0.73163253,3.85842,3.9041561362119923
473,0.64323574,3.7963462,3.715938523622915
474,-1.2401526,2.4191139,2.61893380273035
475,0.89575213,3.9495788,3.939109236281312
476,0.8906944,3.947197,3.927451926756896
477,-0.23603435,2.8520546,2.548342593056445
478,0.9534809,3.9750338,3.9948223610287736
479,0.9361833,3.9677339,4.005990260259328
480,0.6145826,3.7741308,3.7539211796299177
481,0.749269,3.8696675,3.7632719951531315
482,0.59225816,3.7561002,3.78176661928993
483,0.82801354,3.9155126,3.8768194147176
484,0.93981075,3.969287,3.984690878993882
485,0.90276986,3.9528427,3.8788253991421153
486,0.2216789,3.3734279,3.3074468064730365
487,0.6016046,3.7637262,3.806032012947942
488,0.8579273,3.9311414,3.895282074527832
489,0.71090615,3.8447266,3.7742519152854266
490,-1.0444119,2.4447815,2.612483017693138
491,1.0013045,3.9938383,3.955503446756562
492,0.69984335,3.8372045,3.8499571789874913
493,0.97679347,3.9844475,3.9500813151488314
494,0.8966384,3.949994,3.967618653423849
495,0.98895174,3.9891696,4.026751895434925
496,-2.537637,2.4465826,2.549727721759648
497,0.42216915,3.5982838,3.6247512093666483
498,-1.0042253,2.4521751,2.477970813921107
499,0.55533963,3.7248902,3.883207059011717
500,0.8157363,3.908821,3.9651799435468504
501,0.55964416,3.7286181,3.8715292215829002
502,0.40305585,3.5784159,3.7140833108064952
503,0.58685094,3.751637,3.7374484566383104
504,0.7109867,3.844781,3.898863565633965
505,0.680457,3.8236604,3.869466311946299
506,0.57336473,3.7403445,3.85941936335088
507,0.6997609,3.8371477,3.8448611581884937
508,0.73518026,3.860712,3.876558708615673
509,0.7477558,3.8687172,3.9495674511467778
510,0.655031,3.80519,3.755289326239932
511,0.5775351,3.7438612,3.774982156123871
512,0.7252415,3.8542528,3.970079135733055
513,0.87747616,3.9408507,4.0433375651363725
514,-1.098986,2.4360046,2.1040252609784296
515,0.670417,3.8164635,3.7285068645950763
516,0.7268725,3.855321,3.8764893247627303
517,0.9607609,3.978025,4.236493507972806
518,0.7705143,3.8827314,3.906031891043884
519,0.72651714,3.8550882,3.903905224988883
520,0.70307165,3.839415,3.8803702770069837
521,0.49229264,3.667625,3.5763400989731524
522,0.9207861,3.9610033,3.965777244447743
523,0.9608713,3.9780698,3.9270088611730523
524,0.85073835,3.9274716,3.9916048295471014
525,0.912666,3.957364,4.047327746709014
526,-0.7396808,2.5257578,2.3989812823806744
527,0.83682644,3.9202156,3.8621238587692215
528,0.7405721,3.8641672,3.927448405698847
529,0.84853214,3.9263349,3.8468122053774665
530,0.8543274,3.9293103,3.9607943073590657
531,0.5639439,3.7323189,3.8166367629024753
532,0.6148429,3.7743378,3.8078283253565695
533,0.87411857,3.939211,3.9409554014703887
534,0.8904301,3.9470716,3.9634015921838843
535,0.89874166,3.9509754,3.9757326929424455
536,0.14040054,3.2755132,3.261457614630134
537,0.17145057,3.3131094,3.3368600777652544
538,0.82307285,3.91284,3.8468801687559293
539,0.9045127,3.9536457,3.9533625490947157
540,0.6670378,3.8140125,3.8957016408979137
541,0.45204276,3.6285243,3.618166447463015
542,0.93200785,3.9659305,3.89631336094267
543,0.8102545,3.9057803,3.7952240164711077
544,0.7976065,3.8986373,3.7302736357428263
545,0.83367425,3.9185433,3.8459137131633616
546,0.76865965,3.8816118,3.8684872837258424
547,0.8933278,3.9484406,3.9139674852636186
548,0.8585494,3.9314566,3.846417308027406
549,0.827305,3.915131,3.799406749662942
550,0.72467273,3.8538795,3.761942978262794
551,0.61433756,3.7739367,3.6819188159667315
552,0.71873504,3.8499599,3.859338140330056
553,0.89815456,3.9507017,3.930869595750527
554,0.81406873,3.9078999,3.903303294707175
555,-0.97431785,2.458232,2.1410869597361812
556,0.8318266,3.9175582,3.887073693746541
557,0.90588504,3.954276,3.9620856721215523
558,0.7941349,3.896645,3.881040426036978
559,0.92319447,3.962071,3.9786763272936216
560,0.9076734,3.9550948,3.907598059910983
561,1.1553321,4.0422544,4.034111118095409
562,0.5887788,3.7532325,3.747966467001941
563,0.7225834,3.8525052,3.84229967357971
564,0.7713167,3.883214,3.871449413987853
565,0.72394353,3.8534002,3.9409470002626246
566,0.81977355,3.9110398,3.870348790795318
567,0.3950926,3.5700226,3.665267221739333
568,0.94220334,3.9703054,3.967249371753611
569,0.9698512,3.9816942,4.028449619836214
570,0.85101753,3.9276152,3.9350266616744483
571,0.9491218,3.9732194,3.907455808987156
572,0.89293003,3.9482527,3.927400826255798
573,0.8505376,3.9273686,4.02661876058401
574,0.9205096,3.9608808,4.057239652850425
575,0.8479874,3.926053,3.912619970989256
576,0.32949966,3.4984946,3.5042088854496733
577,0.97889096,3.985271,4.067657039302214
578,-0.6812101,2.5492923,2.273311575524764
579,0.86244243,3.9334188,3.9529239704111556
580,1.0197608,4.0005794,3.9686977281572124
581,0.91970557,3.9605227,3.884496371240716
582,0.94397825,3.971057,4.051343678753516
583,0.86493105,3.9346652,3.87853568551483
584,0.96890837,3.981317,3.807402054178476
585,0.66123205,3.8097692,3.869716838663928
586,0.8440332,3.9239998,3.8519194865344524
587,0.11004995,3.238696,3.0071723285586884
588,0.4217496,3.5978522,3.701329547672536
589,0.9335496,3.966598,3.96523739089181
590,1.0472329,4.0101085,4.0212219414971955
591,0.8802933,3.9422183,3.935197742382985
592,-0.21220814,2.8751318,2.705270925192478
593,0.938862,3.968882,3.9015908383500473
594,0.9209022,3.9610548,3.9860667582678087
595,0.9523242,3.974554,4.004485848386758
596,1.0187707,4.0002246,3.928312039099017
597,0.91240925,3.9572477,3.943771188446132
598,0.9400916,3.969407,3.9448770808473137
599,0.9254865,3.9630814,3.985937391611382
600,0.8961375,3.9497595,3.9314425161066806
601,1.0318006,4.0048285,4.034300704744898
602,0.9716874,3.9824266,3.9312249352938093
603,0.96095043,3.9781022,3.9631770836364457
604,0.97595817,3.9841185,3.998711957088636
605,0.9649959,3.9797435,3.9690867745146132
606,1.0053589,3.9953432,3.975877086671874
607,0.88714266,3.945509,3.944727499238251
608,0.59827024,3.7610183,3.923583001096001
609,0.9695732,3.981583,4.008992538512677
610,0.83101946,3.9171262,3.978644280082835
611,0.8575068,3.9309282,3.897279066369172
612,0.86467284,3.934536,3.9925908368174503
613,0.92751384,3.9639711,3.898440272140267
614,0.79862267,3.8992176,3.8818754358271743
615,0.5302343,3.7026815,3.66950265992474
616,0.7352001,3.860725,3.8741562854840375
617,0.7596819,3.8761358,3.944779151152269
618,-1.1466439,2.4294257,2.403202861654123
619,0.68131024,3.8242664,3.906956681269078
620,0.7358497,3.861143,3.862897097721976
621,0.43925315,3.6157017,3.868100163900043
622,0.21226911,3.3621955,3.146069128225366
623,0.67669016,3.8209748,3.8298046970175266
624,0.62249786,3.7803721,3.909586837095369
625,0.68523073,3.8270383,3.9359171849565637
